COD_ACIDENTE;DATA;HORA;NATUREZA;SEVERIDADE;LOG1;LOG2;NUMERO_REFERENCIA;BAIRRO;JURISDICAO;LATITUDE;LONGITUDE;TIPOCRUZAMENTO;CONTROLETRAFEGO;LOCAL;ILUMINAÇÃO;TEMPO;SUPERFÍCIE DA PISTA;PRIMEIRA FONTE;AMCBO;SAMU;PECOFE;PRF;PRE;SIM
FWV8916;2024-10-27;12:39:58;Queda;Ferido;Avenida Jose Mendonça;;935;Parque Genibau;;-3.7553178;-38.6018593;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2410270531;;;;
MUI1868;2024-10-28;07:02:22;Colisão;Ferido;Conselheiro Tristão;;13;Fatima;;-3.734487499999999;-38.5251039;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2410280138;;;;
LIY4015;2024-10-28;12:39:01;Queda;Ferido;Avenida da Abolição;;3954;Mucuripe;Não informado;-3.7254087545217733;-38.48418150197643;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;SAMU;;2410280420;;;;
WHH5598;2024-10-28;21:24:03;Colisão;Ferido;Betel;;Não informado;Itaperi;;-3.7902356;-38.5516074;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2410280969;;;;
XMW1428;2024-10-29;07:35:40;Colisão;Ferido;Oscar Araripe;;2480;Bom Jardim;;-3.7867504;-38.6131032;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2410290141;;;;
VET6740;2024-10-29;10:07:50;Queda;Ferido;Dois De Abril  - Castelão;;932;Não informado;;-3.8015573;-38.52608559999999;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2410290277;;;;
NBX5958;2024-10-29;19:22:50;Queda;Ferido;Americo Rocha Lima;;1030;Manuel Satiro;;-3.7987811;-38.5843498;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2410290736;;;;
PEI4053;2024-10-30;15:43:20;Queda;Ferido;Rua B;;85;Parque Dois Irmaos;;-3.8033339;-38.5501894;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2410300607;;;;
TWY4246;2024-10-30;16:52:17;Queda;Ferido;Bernardo Manoel;;10646;Mondubim;;-3.8124405;-38.5556699;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2410300710;;;;
HMQ5023;2024-10-30;19:30:00;Outros;Ferido;AV DOLOR BARREIRA;RUA DEP FLAVIO MARCILIO;;VICENTE PINZON;Municipal;-3.7392224;-38.4677605;T;Cancela;Residencial;Via Iluminada;Bom;Seca;AMCBO;975650;;;;;
FDP4013;2024-10-30;21:45:28;Queda;Ferido;Professor Gomes De Matos;;600;Montese;;-3.758905;-38.5437078;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2410300967;;;;
EGA5596;2024-10-31;09:16:09;Queda;Ferido;BR 116 KM 14;;5213;Messejana;;-3.86973417954109;-38.4982724398763;Meio De Quadra;;Não informado;;Não informado;;SAMU;;2410310256;;;;
